Motif,Pays Origine,Pays Destination,Distance,Facteur d'extrapolation
Domicile,Luxembourg,Luxembourg,0.5,9.403347143
Domicile,Luxembourg,Luxembourg,0.8,47.69503529
Domicile,Luxembourg,Luxembourg,25.5,0.77350976
Domicile,Belgique,Luxembourg,20.8,2.581299171
Domicile,Luxembourg,Luxembourg,2.7,2.689495121
Domicile,Luxembourg,Luxembourg,14.1,3.59184436
Domicile,Luxembourg,Luxembourg,1.1,4.485910921
Domicile,Luxembourg,Luxembourg,0,4.553383559
Domicile,Luxembourg,Luxembourg,3.9,4.79476119
Domicile,Luxembourg,Luxembourg,0.2,6.554170254
Domicile,Luxembourg,Luxembourg,1.1,7.559798582
Domicile,Luxembourg,Luxembourg,1.6,8.068995033
Domicile,Luxembourg,Luxembourg,6.5,8.609534087
Domicile,Luxembourg,Luxembourg,1.8,8.8583247
Domicile,Luxembourg,Luxembourg,0.1,10.55914387
Domicile,Luxembourg,Luxembourg,28.6,15
Domicile,Luxembourg,Luxembourg,12.5,16.30280122
Domicile,Luxembourg,Luxembourg,16.8,18.12060344
Domicile,Luxembourg,Luxembourg,0.5,19.01413887
Domicile,Luxembourg,Luxembourg,0.8,20.54068148
Domicile,Luxembourg,Luxembourg,1.6,21.58044353
Domicile,Luxembourg,Luxembourg,6.9,21.58044353
Domicile,Luxembourg,Luxembourg,2.7,21.58044353
Domicile,Luxembourg,Luxembourg,14.5,22.34252599
Domicile,Luxembourg,Luxembourg,Na,22.67939574
Domicile,Luxembourg,Luxembourg,0.2,23.17619822
Domicile,Luxembourg,Luxembourg,Na,32.89771324
Domicile,Luxembourg,Luxembourg,5.4,32.94869944
Domicile,Luxembourg,Luxembourg,7.1,34.11512626
Domicile,Luxembourg,Luxembourg,36.5,38.18007388
Domicile,Luxembourg,Luxembourg,1.7,40.9552668
Domicile,Luxembourg,Luxembourg,1.7,46.49676005
Domicile,Luxembourg,Luxembourg,1.7,51.3537056
Domicile,Luxembourg,Luxembourg,0.2,53.47747563
Domicile,Luxembourg,Luxembourg,3.7,53.76997994
Domicile,Luxembourg,Luxembourg,0.6,54.37169709
Domicile,Luxembourg,Luxembourg,1.7,54.50343209
Domicile,Luxembourg,Luxembourg,Na,61.15414066
Domicile,Luxembourg,Luxembourg,1.7,61.54548274
Domicile,Luxembourg,Luxembourg,11,61.55913658
Domicile,Luxembourg,Luxembourg,11.7,62.00649262
Domicile,Luxembourg,Luxembourg,2.9,78.85555891
Domicile,Luxembourg,Luxembourg,13.4,78.85555891
Domicile,Luxembourg,Luxembourg,2.1,102.3290064
Domicile,Luxembourg,Luxembourg,Na,116.704308
Domicile,Luxembourg,Luxembourg,1.6,126.4588712
Domicile,Luxembourg,Luxembourg,2.5,127.089308
Domicile,Luxembourg,Luxembourg,4.2,137.7862885
Domicile,Belgique,Luxembourg,215,3.743064941
Domicile,Luxembourg,Luxembourg,1.1,4.485910921
Domicile,Luxembourg,Luxembourg,0.4,7.137507709
Domicile,Luxembourg,Luxembourg,19.3,15.02222266
Domicile,Luxembourg,Luxembourg,0.2,20.24034557
Domicile,Luxembourg,Luxembourg,2.3,5.104241913
Domicile,Luxembourg,Luxembourg,2.7,8.678793172
Domicile,Luxembourg,Luxembourg,12.8,10.16852885
Domicile,Luxembourg,Luxembourg,1.2,15.75120367
Domicile,Luxembourg,Luxembourg,1.2,16.94505208
Domicile,Luxembourg,Luxembourg,0.3,18.78800814
Domicile,Luxembourg,Luxembourg,5.6,20.11707242
Domicile,Luxembourg,Luxembourg,1.4,20.37924652
Domicile,Luxembourg,Luxembourg,0.9,25.95898977
Domicile,Luxembourg,Luxembourg,0.1,25.96597762
Domicile,Luxembourg,Luxembourg,7,47.03296756
Domicile,Luxembourg,Luxembourg,1.8,48.94829824
Domicile,Luxembourg,Luxembourg,Na,50.07346968
Domicile,Luxembourg,Luxembourg,1.5,107.5399599
Domicile,Luxembourg,Luxembourg,1.9,117.8521625
Domicile,Luxembourg,Luxembourg,1.3,146.0649783
Domicile,Luxembourg,Luxembourg,13.2,21.22131617
Domicile,Luxembourg,Luxembourg,31.9,2.309814259
Domicile,Luxembourg,Luxembourg,4.6,3.604228161
Domicile,Luxembourg,Luxembourg,3.9,3.864631703
Domicile,Luxembourg,Luxembourg,1.6,4.48367534
Domicile,Luxembourg,Luxembourg,6.9,5.611220505
Domicile,Luxembourg,Luxembourg,Na,5.641221414
Domicile,Belgique,Luxembourg,170.6,5.8969798
Domicile,Luxembourg,Luxembourg,0.8,6.570892659
Domicile,Luxembourg,Luxembourg,16.2,6.586038197
Domicile,Luxembourg,Luxembourg,0.9,7.238322405
Domicile,Luxembourg,Luxembourg,8.1,7.892168639
Domicile,Luxembourg,Luxembourg,Na,8.652614716
Domicile,Luxembourg,Luxembourg,50,9.333871494
Domicile,Luxembourg,Luxembourg,6.3,10.36070329
Domicile,Luxembourg,Luxembourg,36,10.54277728
Domicile,Luxembourg,Luxembourg,4.2,10.71555567
Domicile,Luxembourg,Luxembourg,69,12.58566285
Domicile,Luxembourg,Luxembourg,31.7,13.48394124
Domicile,Luxembourg,Luxembourg,2.2,14.59451861
Domicile,Luxembourg,Luxembourg,0.9,15.31664208
Domicile,Luxembourg,Luxembourg,4.5,15.91937474
Domicile,Luxembourg,Luxembourg,7.1,19.8348535
Domicile,Luxembourg,Luxembourg,2.7,20.11707242
Domicile,Luxembourg,Luxembourg,2.1,20.94830903
Domicile,Luxembourg,Luxembourg,0.9,21.18075047
Domicile,Luxembourg,Luxembourg,2.2,22.34252599
Domicile,Luxembourg,Luxembourg,Na,22.67939574
Domicile,Luxembourg,Luxembourg,3.1,22.67939574
Domicile,Luxembourg,Luxembourg,5.3,22.67939574
Domicile,Luxembourg,Luxembourg,2.4,22.76741698
Domicile,Luxembourg,Luxembourg,1,23.47336545
Domicile,Luxembourg,Luxembourg,0.7,23.92919272
Domicile,Luxembourg,Luxembourg,1.8,23.92919272
Domicile,Luxembourg,Luxembourg,2.3,24.32782321
Domicile,Luxembourg,Luxembourg,9.5,25.43059928
Domicile,Luxembourg,Luxembourg,0.3,25.95898977
Domicile,Luxembourg,Luxembourg,3.2,25.95898977
Domicile,Luxembourg,Luxembourg,0.2,25.95898977
Domicile,Luxembourg,Luxembourg,3.1,26.46706907
Domicile,Luxembourg,Luxembourg,3.6,26.71915337
Domicile,Luxembourg,Luxembourg,0.2,28.64161276
Domicile,Luxembourg,Luxembourg,0.4,29.12911881
Domicile,Luxembourg,Luxembourg,15.5,29.55822368
Domicile,Luxembourg,Luxembourg,0.6,30.5488583
Domicile,Luxembourg,Luxembourg,0.4,30.61626215
Domicile,Luxembourg,Luxembourg,1.2,31.14408712
Domicile,Luxembourg,Luxembourg,3.1,34.1551149
Domicile,Luxembourg,Luxembourg,4.7,35.81706856
Domicile,Luxembourg,Luxembourg,2.3,40.88152448
Domicile,Luxembourg,Luxembourg,1.7,45.46357972
Domicile,Luxembourg,Luxembourg,0.5,46.3987373
Domicile,Luxembourg,Luxembourg,1.5,48.56317214
Domicile,Luxembourg,Luxembourg,4.3,50.14862862
Domicile,Luxembourg,Luxembourg,18.3,52.45996899
Domicile,Luxembourg,Luxembourg,8,53.9035519
Domicile,Luxembourg,Luxembourg,2.3,54.19488257
Domicile,Luxembourg,Luxembourg,0.5,56.49552778
Domicile,Luxembourg,Luxembourg,2.4,61.54548274
Domicile,Luxembourg,Luxembourg,1.9,62.09578803
Domicile,Luxembourg,Luxembourg,3.5,63.21010734
Domicile,Luxembourg,Luxembourg,Na,65.03883353
Domicile,Luxembourg,Luxembourg,10.2,65.55485984
Domicile,Luxembourg,Luxembourg,0.2,67.774659
Domicile,Luxembourg,Luxembourg,3.2,75.81728728
Domicile,Luxembourg,Luxembourg,6.4,78.75071675
Domicile,Luxembourg,Luxembourg,3,92.9935201
Domicile,Luxembourg,Luxembourg,1.6,104.1696814
Domicile,Luxembourg,Luxembourg,1.6,110.6264666
Domicile,Luxembourg,Luxembourg,1.2,47.53971355
Domicile,Luxembourg,Luxembourg,3,29.11010452
Domicile,Luxembourg,Luxembourg,3,29.67328727
Domicile,Luxembourg,Luxembourg,0.8,357.9004667
Domicile,Luxembourg,Luxembourg,1.6,3.025789679
Domicile,Luxembourg,Luxembourg,0.7,3.853438295
Domicile,Luxembourg,Luxembourg,1.2,7.419461185
Domicile,Luxembourg,Luxembourg,1.8,7.58118703
Domicile,Luxembourg,Luxembourg,1.8,7.58118703
Domicile,Luxembourg,Luxembourg,22.5,17.1391036
Domicile,Luxembourg,Luxembourg,2.2,25.95898977
Domicile,Luxembourg,Luxembourg,1.6,58.13716721
Domicile,Luxembourg,Luxembourg,4.1,65.26599506
Domicile,Luxembourg,Luxembourg,2.6,73.03248915
Domicile,Luxembourg,Luxembourg,3.9,108.3897651
Domicile,Luxembourg,Luxembourg,5.4,128.5065276
Domicile,Luxembourg,Luxembourg,2.4,145.7836237
Domicile,Luxembourg,Luxembourg,1,209.2778152
Domicile,Luxembourg,Luxembourg,23.9,2.191898698
Domicile,Luxembourg,Luxembourg,22.1,3.028981897
Domicile,Luxembourg,Luxembourg,32.5,4.868866389
Domicile,Luxembourg,Luxembourg,36.5,5.081135166
Domicile,Luxembourg,Luxembourg,0.7,5.494495848
Domicile,Luxembourg,Luxembourg,5.2,6.007318781
Domicile,Luxembourg,Luxembourg,Na,7.438237808
Domicile,Luxembourg,Luxembourg,Na,7.566370917
Domicile,Luxembourg,Luxembourg,9.4,7.744032269
Domicile,Luxembourg,Luxembourg,12.5,12.27177442
Domicile,Luxembourg,Luxembourg,12,12.32391023
Domicile,Luxembourg,Luxembourg,3,13.91982646
Domicile,Luxembourg,Luxembourg,Na,14.11511523
Domicile,Luxembourg,Luxembourg,0.7,14.58371808
Domicile,Luxembourg,Luxembourg,0.2,21.24060161
Domicile,Luxembourg,Luxembourg,0.2,23.28990713
Domicile,Luxembourg,Luxembourg,0.3,31.04768362
Domicile,Luxembourg,Luxembourg,1,47.99366987
Domicile,Luxembourg,Luxembourg,1.3,51.16450318
Domicile,Luxembourg,Luxembourg,0.9,52.50097047
Domicile,Luxembourg,Luxembourg,0.2,61.54548274
Domicile,Luxembourg,Luxembourg,1.9,64.62566959
Domicile,Luxembourg,Luxembourg,1.4,97.81871953
Domicile,Luxembourg,Luxembourg,18.5,122.1460437
Domicile,Luxembourg,Luxembourg,Na,153.9933397
Domicile,Luxembourg,Luxembourg,9.8,4.726189262
Domicile,Luxembourg,Luxembourg,1.7,0.77350976
Domicile,Luxembourg,Luxembourg,0,2.870527691
Domicile,Luxembourg,Luxembourg,2,3.0079065
Domicile,Luxembourg,Luxembourg,0.3,3.097455904
Domicile,Luxembourg,Luxembourg,13.6,5.399222951
Domicile,Luxembourg,Luxembourg,25.6,5.420399728
Domicile,Luxembourg,Luxembourg,0.2,7.530056297
Domicile,Luxembourg,Luxembourg,0.6,8.095181193
Domicile,Luxembourg,Luxembourg,23.1,9.746585003
Domicile,Luxembourg,Luxembourg,21.3,11.20760489
Domicile,Luxembourg,Luxembourg,3.1,11.44212533
Domicile,Luxembourg,Luxembourg,2.7,11.57553831
Domicile,Luxembourg,Luxembourg,1.4,11.78253283
Domicile,Luxembourg,Luxembourg,16.6,12.08130895
Domicile,Luxembourg,Luxembourg,0.6,17.59960627
Domicile,Luxembourg,Luxembourg,11.9,18.73204746
Domicile,Luxembourg,Luxembourg,26.3,20.69332989
Domicile,Luxembourg,Luxembourg,1.9,21.15196241
Domicile,Luxembourg,Luxembourg,Na,21.58044353
Domicile,Luxembourg,Luxembourg,1.1,21.58044353
Domicile,Luxembourg,Luxembourg,4.5,22.67939574
Domicile,Luxembourg,Luxembourg,5,22.67939574
Domicile,Luxembourg,Luxembourg,18.3,23.07121333
Domicile,Luxembourg,Luxembourg,3.3,24.9632023
Domicile,Luxembourg,Luxembourg,3.5,25.95898977
Domicile,Luxembourg,Luxembourg,1.2,32.44633665
Domicile,Luxembourg,Luxembourg,1.1,37.62280862
Domicile,Luxembourg,Luxembourg,3,45.35879149
Domicile,Luxembourg,Luxembourg,7.3,46.04495714
Domicile,Luxembourg,Luxembourg,2.4,51.91797954
Domicile,Luxembourg,Luxembourg,4.1,54.21498544
Domicile,Luxembourg,Luxembourg,1.1,61.54548274
Domicile,Luxembourg,Luxembourg,5.4,61.54548274
Domicile,Luxembourg,Luxembourg,3.2,71.56216107
Domicile,Luxembourg,Luxembourg,3.3,122.1954332
Domicile,Luxembourg,Luxembourg,21.2,2.381622972
Domicile,Luxembourg,Luxembourg,11.5,3.239105197
Domicile,Luxembourg,Luxembourg,6.8,12.35215288
Domicile,Luxembourg,Luxembourg,Na,21.16790435
Domicile,Luxembourg,Luxembourg,Na,29.36492706
Domicile,Luxembourg,Luxembourg,0.2,63.73565402
Domicile,Luxembourg,Luxembourg,11.4,1.846850981
Domicile,Luxembourg,Luxembourg,1.1,1.846850981
Domicile,Luxembourg,Luxembourg,0.2,2.713388434
Domicile,Luxembourg,Luxembourg,1.4,2.987639218
Domicile,Luxembourg,Luxembourg,9.4,3.309512676
Domicile,Luxembourg,Luxembourg,3.9,3.459372638
Domicile,Luxembourg,Luxembourg,19.9,5.293333123
Domicile,Luxembourg,Luxembourg,0.2,6.414176804
Domicile,Luxembourg,Luxembourg,0.1,6.786766696
Domicile,Luxembourg,Luxembourg,11.5,6.8987811
Domicile,Luxembourg,Luxembourg,Na,8.724800953
Domicile,Luxembourg,Luxembourg,16,12.32391023
Domicile,Luxembourg,Luxembourg,3.1,13.56668001
Domicile,Luxembourg,Luxembourg,6.1,17.30599318
Domicile,Luxembourg,Luxembourg,9.4,17.8405765
Domicile,Luxembourg,Luxembourg,4.6,18.0791312
Domicile,Luxembourg,Luxembourg,0.6,18.59870402
Domicile,Luxembourg,Luxembourg,6.8,20.06119914
Domicile,Luxembourg,Luxembourg,11.8,20.68018476
Domicile,Luxembourg,Luxembourg,3.1,21.58044353
Domicile,Luxembourg,Luxembourg,2.2,23.01673227
Domicile,Luxembourg,Luxembourg,0.9,24.23399225
Domicile,Luxembourg,Luxembourg,1.6,24.83289611
Domicile,Luxembourg,Luxembourg,0.2,26.05164013
Domicile,Luxembourg,Luxembourg,6.2,28.42105169
Domicile,Luxembourg,Luxembourg,1.6,28.45312229
Domicile,Luxembourg,Luxembourg,Na,28.58636575
Domicile,Luxembourg,Luxembourg,1.2,28.74016152
Domicile,Luxembourg,Luxembourg,2.3,32.67711159
Domicile,Luxembourg,Luxembourg,5.5,36.73603031
Domicile,Luxembourg,Luxembourg,1.6,37.53485317
Domicile,Luxembourg,Luxembourg,0.8,37.65218345
Domicile,Luxembourg,Luxembourg,1.6,40.47865634
Domicile,Luxembourg,Luxembourg,2.8,42.86333433
Domicile,Luxembourg,Luxembourg,Na,43.16088706
Domicile,Luxembourg,Luxembourg,Na,50.3390713
Domicile,Luxembourg,Luxembourg,1.7,50.55897095
Domicile,Luxembourg,Luxembourg,1.1,67.94340722
Domicile,Luxembourg,Luxembourg,1.2,79.92803044
Domicile,Luxembourg,Luxembourg,Na,87.31808285
Domicile,Luxembourg,Luxembourg,1.7,110.7593514
Domicile,Luxembourg,Luxembourg,3.6,127.2692529
Domicile,Luxembourg,Luxembourg,32.6,183.9790195
Domicile,Luxembourg,Luxembourg,0.8,357.9004667
Domicile,Luxembourg,Luxembourg,1.7,109.8765302
Domicile,Luxembourg,Luxembourg,0.9,4.48367534
Domicile,Luxembourg,Luxembourg,14.4,4.73523664
Domicile,Luxembourg,Luxembourg,7.8,12.49572466
Domicile,Luxembourg,Luxembourg,0.6,15.34484864
Domicile,Luxembourg,Luxembourg,0.7,20.24034557
Domicile,Luxembourg,Luxembourg,1.8,25.40958522
Domicile,Luxembourg,Luxembourg,0.3,31.29919203
Domicile,Luxembourg,Luxembourg,1.2,41.89661807
Domicile,Luxembourg,Luxembourg,2.2,107.5399599
Domicile,Luxembourg,Luxembourg,1.7,109.8765302
Domicile,Luxembourg,Luxembourg,Na,127.2692529
Domicile,Luxembourg,Luxembourg,8.3,2.014719371
Domicile,Luxembourg,Luxembourg,2.5,2.980719997
Domicile,Luxembourg,Luxembourg,2.6,4.358735939
Domicile,Luxembourg,Luxembourg,2.5,4.394799321
Domicile,Luxembourg,Luxembourg,28.2,6.68310453
Domicile,Luxembourg,Luxembourg,1.9,7.69048177
Domicile,Luxembourg,Luxembourg,0.6,8.863500609
Domicile,Luxembourg,Luxembourg,9.1,9.352672525
Domicile,France,Luxembourg,341,18.76742658
Domicile,Luxembourg,Luxembourg,2.6,22.67939574
Domicile,Luxembourg,Luxembourg,0.5,4.516135647
Domicile,Luxembourg,Luxembourg,12.2,5.274808306
Domicile,Luxembourg,Luxembourg,0.7,6.442756406
Domicile,Luxembourg,Luxembourg,6.3,6.544550401
Domicile,Luxembourg,Luxembourg,12.2,6.913103088
Domicile,Luxembourg,Luxembourg,1.1,7.559798582
Domicile,Luxembourg,Luxembourg,8.5,9.544271802
Domicile,Luxembourg,Luxembourg,30,9.546163124
Domicile,Luxembourg,Luxembourg,3.8,9.901471528
Domicile,Luxembourg,Luxembourg,1.8,10.19537222
Domicile,Luxembourg,Luxembourg,1.7,12.26038474
Domicile,Luxembourg,Luxembourg,0.8,13.84141997
Domicile,Luxembourg,Luxembourg,3.4,15.07893534
Domicile,Luxembourg,Luxembourg,1.2,15.52677848
Domicile,Luxembourg,Luxembourg,1.6,15.67969715
Domicile,Luxembourg,Luxembourg,1.6,15.67969715
Domicile,Luxembourg,Luxembourg,1.1,20.11707242
Domicile,Luxembourg,Luxembourg,0.8,20.94830903
Domicile,Luxembourg,Luxembourg,1.5,21.27248125
Domicile,Luxembourg,Luxembourg,6.5,22.67939574
Domicile,Luxembourg,Luxembourg,3.8,31.34551638
Domicile,Luxembourg,Luxembourg,0.9,48.56317214
Domicile,Luxembourg,Luxembourg,19.4,50.94356933
Domicile,Luxembourg,Luxembourg,0.9,53.76997994
Domicile,Luxembourg,Luxembourg,2.7,110.0940599
Domicile,Luxembourg,Luxembourg,14.7,9.141683395
Domicile,Luxembourg,Luxembourg,1.9,9.548009481
Domicile,Luxembourg,Luxembourg,1,27.32409192
Domicile,Luxembourg,Luxembourg,1.2,33.98596934
Domicile,Luxembourg,Luxembourg,2.4,40.42123819
Domicile,Luxembourg,Luxembourg,1.2,69.96147287
Domicile,Luxembourg,Luxembourg,0.8,110.1337895
Domicile,Luxembourg,Luxembourg,1.2,9.940610198
Domicile,Luxembourg,Luxembourg,31.4,2.280711689
Domicile,Luxembourg,Luxembourg,30.4,3.42442856
Domicile,Luxembourg,Luxembourg,14.3,3.955007164
Domicile,Allemagne,Luxembourg,85.9,4.145354868
Domicile,Luxembourg,Luxembourg,0.2,5.112063243
Domicile,Luxembourg,Luxembourg,0.2,5.4365769
Domicile,Luxembourg,Luxembourg,2,5.541734077
Domicile,Luxembourg,Luxembourg,1.4,5.973496328
Domicile,Luxembourg,Luxembourg,11.8,6.071685446
Domicile,Luxembourg,Luxembourg,1.4,6.220320955
Domicile,Luxembourg,Luxembourg,23.1,6.891026745
Domicile,Luxembourg,Luxembourg,12.3,7.244397122
Domicile,Luxembourg,Luxembourg,2.4,7.530843014
Domicile,Luxembourg,Luxembourg,3.5,8.379323614
Domicile,Luxembourg,Luxembourg,9,8.993562328
Domicile,Luxembourg,Luxembourg,0.9,14.55095121
Domicile,Luxembourg,Luxembourg,19.3,15.02222266
Domicile,Luxembourg,Luxembourg,0.7,16.48871324
Domicile,Luxembourg,Luxembourg,0.7,16.57047352
Domicile,Luxembourg,Luxembourg,0.3,16.97091697
Domicile,Luxembourg,Luxembourg,25.4,17.8243281
Domicile,Luxembourg,Luxembourg,2.2,18.24898266
Domicile,Luxembourg,Luxembourg,1.2,19.93502775
Domicile,Luxembourg,Luxembourg,0.5,20.48323992
Domicile,Luxembourg,Luxembourg,3.5,21.15196241
Domicile,Luxembourg,Luxembourg,0.5,22.4890688
Domicile,Luxembourg,Luxembourg,0.6,22.62877295
Domicile,Luxembourg,Luxembourg,4.5,22.67939574
Domicile,Luxembourg,Luxembourg,0.9,23.40657761
Domicile,Luxembourg,Luxembourg,26.2,24.98632987
Domicile,Luxembourg,Luxembourg,2.3,28.33199912
Domicile,Luxembourg,Luxembourg,16.8,33.71225452
Domicile,Luxembourg,Luxembourg,63.6,34.52611272
Domicile,Luxembourg,Luxembourg,33.5,37.10270663
Domicile,Luxembourg,Luxembourg,1.4,37.53485317
Domicile,Luxembourg,Luxembourg,2.1,38.95950273
Domicile,Luxembourg,Luxembourg,3.3,40.76604433
Domicile,Luxembourg,Luxembourg,0.3,41.91855198
Domicile,Luxembourg,Luxembourg,Na,42.78984412
Domicile,Luxembourg,Luxembourg,5.6,44.86865686
Domicile,Luxembourg,Luxembourg,24.9,51.316776
Domicile,Luxembourg,Luxembourg,2.4,53.76997994
Domicile,Luxembourg,Luxembourg,6.8,58.27418487
Domicile,Luxembourg,Luxembourg,2.9,68.89314426
Domicile,Luxembourg,Luxembourg,4.6,68.89314426
Domicile,Luxembourg,Luxembourg,2.2,78.85555891
Domicile,Luxembourg,Luxembourg,9.2,88.82160927
Domicile,Luxembourg,Luxembourg,1.4,65.26599506
Domicile,Luxembourg,Luxembourg,3.2,4.059604079
Domicile,Luxembourg,Luxembourg,1.1,14.95388617
Domicile,Luxembourg,Luxembourg,1,16.737483
Domicile,Luxembourg,Luxembourg,5.1,36.74965784
Domicile,Luxembourg,Luxembourg,0.2,74.0824912
Domicile,Luxembourg,Luxembourg,Na,131
Domicile,Luxembourg,Luxembourg,29,4.803617102
Domicile,Luxembourg,Luxembourg,1.1,6.609641509
Domicile,Luxembourg,Luxembourg,20.1,12.62736087
Domicile,Luxembourg,Luxembourg,6,20.94830903
Domicile,Luxembourg,Luxembourg,3.5,21.58044353
Domicile,Luxembourg,Luxembourg,3.5,95.57932621
Domicile,Luxembourg,Luxembourg,1,146.0007447
Domicile,Luxembourg,Luxembourg,1.2,1.577991583
Domicile,Luxembourg,Luxembourg,2.3,2.836588701
Domicile,Luxembourg,Luxembourg,1.4,3.739134218
Domicile,Luxembourg,Luxembourg,0.3,11.03267185
Domicile,Luxembourg,Luxembourg,0.8,13.33870329
Domicile,Luxembourg,Luxembourg,0.2,15.08301802
Domicile,Luxembourg,Luxembourg,0.4,15.80979243
Domicile,Luxembourg,Luxembourg,18.3,17.06738817
Domicile,Luxembourg,Luxembourg,0.8,20.14083981
Domicile,Luxembourg,Luxembourg,Na,21.58044353
Domicile,Luxembourg,Luxembourg,Na,25.95898977
Domicile,Luxembourg,Luxembourg,7,29.47391487
Domicile,Luxembourg,Luxembourg,Na,42.86333433
Domicile,Luxembourg,Luxembourg,0.6,48.70472066
Domicile,Luxembourg,Luxembourg,1.1,63.67368881
Domicile,Luxembourg,Luxembourg,4.5,65.55485984
Domicile,Luxembourg,Luxembourg,0.8,79.00443908
Domicile,Luxembourg,Luxembourg,1.2,21.77325596
Domicile,Luxembourg,Luxembourg,3,32.08334587
Domicile,Luxembourg,Luxembourg,12.5,106.7860245
Domicile,Luxembourg,Luxembourg,21.7,3.031615738
Domicile,Luxembourg,Luxembourg,15.7,3.142214902
Domicile,Luxembourg,Luxembourg,0.2,4.907048621
Domicile,Luxembourg,Luxembourg,0.1,5.747342576
Domicile,Luxembourg,Luxembourg,0.6,6.611811642
Domicile,Luxembourg,Luxembourg,0.4,7.016342524
Domicile,Luxembourg,Luxembourg,3.2,7.462707396
Domicile,Luxembourg,Luxembourg,4,11.21100842
Domicile,Luxembourg,Luxembourg,27.2,11.30727515
Domicile,Luxembourg,Luxembourg,15.2,11.42624504
Domicile,Luxembourg,Luxembourg,4.6,11.96386581
Domicile,Luxembourg,Luxembourg,2.7,18.76742658
Domicile,Luxembourg,Luxembourg,15.2,19.18646035
Domicile,Luxembourg,Luxembourg,0.4,20.2736155
Domicile,Luxembourg,Luxembourg,14.7,24.16986037
Domicile,Luxembourg,Luxembourg,3.9,24.63239652
Domicile,Luxembourg,Luxembourg,0.2,26.02461414
Domicile,Luxembourg,Luxembourg,7.6,26.60457236
Domicile,Luxembourg,Luxembourg,11.3,27.06945317
Domicile,Luxembourg,Luxembourg,36.4,27.66452846
Domicile,Luxembourg,Luxembourg,0.2,30.26280424
Domicile,Luxembourg,Luxembourg,2.3,37.53485317
Domicile,Luxembourg,Luxembourg,1,49.09380321
Domicile,Luxembourg,Luxembourg,0.9,51.3537056
Domicile,Luxembourg,Luxembourg,8.7,58.12997803
Domicile,Luxembourg,Luxembourg,0.9,61.54548274
Domicile,Luxembourg,Luxembourg,0.9,67.774659
Domicile,Luxembourg,Luxembourg,0.7,70.09060285
Domicile,Luxembourg,Luxembourg,1.1,93.31661505
Domicile,Luxembourg,Luxembourg,4.5,12.05275413
Domicile,Luxembourg,Luxembourg,5.4,99.93330201
Domicile,Luxembourg,Luxembourg,1.2,1.638067717
Domicile,Luxembourg,Luxembourg,40.3,2.728775
Domicile,Luxembourg,Luxembourg,30.3,5.832104195
Domicile,Luxembourg,Luxembourg,17.9,8.393620382
Domicile,Luxembourg,Luxembourg,0.2,9.077304662
Domicile,Luxembourg,Luxembourg,0.2,9.900888305
Domicile,Luxembourg,Luxembourg,1.9,12.45118132
Domicile,Luxembourg,Luxembourg,Na,24.29808115
Domicile,Luxembourg,Luxembourg,3,29.11010452
Domicile,Luxembourg,Luxembourg,3,29.67328727
Domicile,Luxembourg,Luxembourg,0.2,49.66579222
Domicile,Luxembourg,Luxembourg,0.2,65.26599506
Domicile,Luxembourg,Luxembourg,2.9,2.903623825
Domicile,Luxembourg,Luxembourg,1.1,5.910718199
Domicile,Luxembourg,Luxembourg,1.7,7.513288506
Domicile,Luxembourg,Luxembourg,19.2,11.58376874
Domicile,Luxembourg,Luxembourg,0.6,13.21946446
Domicile,Luxembourg,Luxembourg,1.5,14.54364339
Domicile,Luxembourg,Luxembourg,0.7,21.58044353
Domicile,Luxembourg,Luxembourg,0.7,21.78306403
Domicile,Luxembourg,Luxembourg,4.1,45.35879149
Domicile,Luxembourg,Luxembourg,1.7,13.95810728
Domicile,Luxembourg,Luxembourg,Na,14.96948627
Domicile,Luxembourg,Luxembourg,23.7,16.2969094
Domicile,Luxembourg,Luxembourg,Na,43.55644367
Domicile,Luxembourg,Luxembourg,1.3,244.5073735
Domicile,Luxembourg,Luxembourg,2,5.305682264
Domicile,Luxembourg,Luxembourg,1.1,6.608824167
Domicile,Luxembourg,Luxembourg,28.9,7.420617215
Domicile,Luxembourg,Luxembourg,10.9,9.356912821
Domicile,Luxembourg,Luxembourg,1.9,10.6917532
Domicile,Luxembourg,Luxembourg,0.6,10.99015664
Domicile,Luxembourg,Luxembourg,32.3,11.33102379
Domicile,Luxembourg,Luxembourg,Na,12.6783358
Domicile,Luxembourg,Luxembourg,0.2,18.13562307
Domicile,Luxembourg,Luxembourg,Na,19.21695558
Domicile,Luxembourg,Luxembourg,0.2,20.01708274
Domicile,Luxembourg,Luxembourg,0.8,20.46857422
Domicile,Luxembourg,Luxembourg,0.7,21.15196241
Domicile,Luxembourg,Luxembourg,5.7,21.58044353
Domicile,Luxembourg,Luxembourg,Na,22.65954753
Domicile,Luxembourg,Luxembourg,Na,27.55721197
Domicile,Luxembourg,Luxembourg,0.1,32.55721558
Domicile,Luxembourg,Luxembourg,0.2,37.99852157
Domicile,Luxembourg,Luxembourg,Na,42.48772779
Domicile,Luxembourg,Luxembourg,8.1,57.85021863
Domicile,Luxembourg,Luxembourg,1.3,59.80728143
Domicile,Luxembourg,Luxembourg,4.1,80.20860549
Domicile,Luxembourg,Luxembourg,1.3,84.3207363
Domicile,Luxembourg,Luxembourg,0.8,85.35068801
Domicile,Luxembourg,Luxembourg,0.8,102.2545074
Domicile,Luxembourg,Luxembourg,0.6,108.4299709
